Returns,Volatility,Node,Date,Sit,INV,DNG,QNG,HHDiffit,Ft,COT,HHst,cott,icot,idng,dngt,Node_Midwest,Node_Mountain,Node_Pacific,Node_South Central
0.0,0.0,East,2010-01-01,7.66,769,174475.2,13475.0,-1.78,5.77,724087,5.88,556822903,941.5955786736021,226.88582574772434,134171428.80000001,0,0,0,0
-0.481303184,0.48417309,East,2010-01-08,7.66,703,174475.2,13475.0,-1.1,5.818,760159,6.56,534391777,1081.3072546230442,248.18662873399717,122656065.60000001,0,0,0,0
0.587786665,0.595347152,East,2010-01-15,7.66,642,174475.2,13475.0,-1.98,5.61,782549,5.68,502396458,1218.923676012461,271.7682242990654,112013078.4,0,0,0,0
0.0588405,0.061240414,East,2010-01-22,7.66,616,174475.2,13475.0,-2.1,5.625,769887,5.56,474250392,1249.8165584415585,283.23896103896107,107476723.2,0,0,0,0
0.041964199,0.044199462,East,2010-01-29,7.66,582,174475.2,13475.0,-2.19,5.35,782673,5.47,455515686,1344.798969072165,299.7855670103093,101544566.4,0,0,0,0
0.167756332,0.171218865,East,2010-02-05,8.06,523,195992.0,15333.5,-2.59,5.448,775827,5.47,405757521,1483.416826003824,374.7456978967495,102503816.0,0,0,0,0
-0.031375123,0.029855382,East,2010-02-12,8.06,471,195992.0,15333.5,-2.51,5.37,780477,5.55,367604667,1657.063694267516,416.1188959660297,92312232.0,0,0,0,0
0.054276887,0.056632277,East,2010-02-19,8.06,425,195992.0,15333.5,-2.65,5.228,794836,5.41,337805300,1870.2023529411765,461.15764705882356,83296600.0,0,0,0,0
0.185461277,0.189096545,East,2010-02-26,8.06,390,195992.0,15333.5,-3.19,4.816,820300,4.87,319917000,2103.3333333333335,502.54358974358973,76436880.0,0,0,0,0
-0.00314,0.00134,East,2010-03-05,7.92,349,155059.0,16818.25,-3.18,4.664,853259,4.74,297787391,2444.868194842407,444.2951289398281,54115591.0,0,0,0,0
0.087273397,0.089950712,East,2010-03-12,7.92,341,155059.0,16818.25,-3.47,4.49,859448,4.45,293071768,2520.375366568915,454.71847507331375,52875119.0,0,0,0,0
0.061471864,0.063897451,East,2010-03-19,7.92,334,155059.0,16818.25,-3.69,4.26,831206,4.23,277622804,2488.640718562874,464.248502994012,51789706.0,0,0,0,0
0.057910916,0.060301761,East,2010-03-26,7.92,336,155059.0,16818.25,-3.91,4.034,815340,4.01,273954240,2426.6071428571427,461.48511904761904,52099824.0,0,0,0,0
0.169019494,0.172494351,East,2010-04-02,8.45,333,91133.0,16376.4,-4.63,3.943,844832,3.82,281329056,2537.033033033033,273.67267267267266,30347289.0,0,0,0,0
-0.039652772,0.038213791,East,2010-04-09,8.45,358,91133.0,16376.4,-4.45,4.086,868368,4.0,310875744,2425.608938547486,254.5614525139665,32625614.0,0,0,0,0
-0.013574869,0.011881463,East,2010-04-16,8.45,376,91133.0,16376.4,-4.39,4.08,879380,4.06,330646880,2338.776595744681,242.375,34266008.0,0,0,0,0
0.015819539,0.017799726,East,2010-04-23,8.45,397,91133.0,16376.4,-4.46,4.054,823549,3.99,326948953,2074.4307304785893,229.55415617128463,36179801.0,0,0,0,0
-0.038862033,0.037415337,East,2010-04-30,8.45,416,91133.0,16376.4,-4.29,4.13,861875,4.16,358540000,2071.814903846154,219.06971153846155,37911328.0,0,0,0,0
0.190446964,0.194130874,East,2010-05-07,9.13,444,113509.25,21159.25,-5.19,3.99,868994,3.94,385833336,1957.1936936936936,255.65146396396398,50398107.0,0,0,0,0
-0.049368366,0.048024173,East,2010-05-14,9.13,463,113509.25,21159.25,-4.94,4.246,874072,4.19,404695336,1887.8444924406047,245.16036717062636,52554782.75,0,0,0,0
-0.014271394,0.012584784,East,2010-05-21,9.13,491,113509.25,21159.25,-4.87,4.21,840409,4.26,412640819,1711.6272912423626,231.17973523421588,55733041.75,0,0,0,0
0.016293639,0.018278452,East,2010-05-28,9.13,518,113509.25,21159.25,-4.95,4.172,842011,4.18,436161698,1625.503861003861,219.12982625482624,58797791.5,0,0,0,0
0.04541748,0.047686434,East,2010-06-04,9.62,545,120283.0,20525.5,-5.18,4.54,828729,4.44,451657305,1520.6036697247707,220.702752293578,65554235.0,0,0,0,0
-0.057612753,0.056348995,East,2010-06-11,9.62,571,120283.0,20525.5,-4.89,4.768,832563,4.73,475393473,1458.07880910683,210.65323992994746,68681593.0,0,0,0,0
-0.07868031,0.077622094,East,2010-06-18,9.62,596,120283.0,20525.5,-4.52,5.068,825786,5.1,492168456,1385.5469798657718,201.81711409395973,71688668.0,0,0,0,0
0.036920589,0.039106645,East,2010-06-25,9.62,615,120283.0,20525.5,-4.69,4.808,759921,4.93,467351415,1235.6439024390245,195.58211382113822,73974045.0,0,0,0,0
0.137255792,0.140420751,East,2010-07-02,10.04,638,107968.8,20124.6,-5.38,4.685,783430,4.66,499828340,1227.9467084639498,169.23009404388716,68884094.4,0,0,0,0
0.00186,0.0037,East,2010-07-09,10.04,659,107968.8,20124.6,-5.39,4.513,800607,4.65,527600013,1214.8816388467376,163.8373292867982,71151439.2,0,0,0,0
0.031052723,0.033181531,East,2010-07-16,10.04,681,107968.8,20124.6,-5.56,4.432,785515,4.48,534935715,1153.4728340675476,158.54449339207048,73526752.8,0,0,0,0
-0.029199155,0.027658184,East,2010-07-23,10.04,698,107968.8,20124.6,-5.4,4.566,764029,4.64,533292242,1094.5974212034384,154.68309455587394,75362222.4,0,0,0,0
-0.020580708,0.018955653,East,2010-07-30,10.04,716,107968.8,20124.6,-5.29,4.762,779372,4.75,558030352,1088.508379888268,150.79441340782122,77305660.8,0,0,0,0
0.071132987,0.073652831,East,2010-08-06,10.48,737,130217.0,25251.5,-5.68,4.63,842038,4.8,620582006,1142.5210312075983,176.68521031207598,95969929.0,0,0,0,0
0.064758567,0.06721622,East,2010-08-13,10.48,758,130217.0,25251.5,-6.06,4.314,828693,4.42,628149294,1093.2625329815303,171.79023746701847,98704486.0,0,0,0,0
0.019608471,0.021625625,East,2010-08-20,10.48,781,130217.0,25251.5,-6.18,4.206,828565,4.3,647109265,1060.9026888604353,166.73111395646606,101699477.0,0,0,0,0
0.053556104,0.055904462,East,2010-08-27,10.48,805,130217.0,25251.5,-6.52,3.89,816477,3.96,657263985,1014.2571428571429,161.76024844720496,104824685.0,0,0,0,0
-0.108432715,0.107664773,East,2010-09-03,9.61,814,114906.0,24582.75,-5.85,3.816,827657,3.76,673712798,1016.7776412776412,141.16216216216216,93533484.0,0,0,0,0
-0.00686,0.0051,East,2010-09-10,9.61,835,114906.0,24582.75,-5.81,3.828,821716,3.8,686132860,984.0910179640719,137.6119760479042,95946510.0,0,0,0,0
-0.036813973,0.035347295,East,2010-09-17,9.61,856,114906.0,24582.75,-5.6,3.998,817004,4.01,699355424,954.4439252336449,134.23598130841123,98359536.0,0,0,0,0
0.0,0.001825847,East,2010-09-24,9.61,876,114906.0,24582.75,-5.6,3.922,774120,4.01,678129120,883.6986301369863,131.17123287671234,100657656.0,0,0,0,0
-0.703919278,0.708961098,East,2010-10-01,6.56,896,95313.0,24669.8,-2.77,3.85,791682,3.79,709347072,883.5736607142857,106.37611607142857,85400448.0,0,0,0,0
0.093010195,0.09574348,East,2010-10-08,6.56,912,95313.0,24669.8,-3.04,3.722,794669,3.52,724738128,871.3475877192982,104.50986842105263,86925456.0,0,0,0,0
0.00982,0.0117,East,2010-10-15,6.56,930,95313.0,24669.8,-3.07,3.626,807824,3.49,751276320,868.6279569892473,102.48709677419355,88641090.0,0,0,0,0
0.038343355,0.040543292,East,2010-10-22,6.56,940,95313.0,24669.8,-3.19,3.436,808541,3.37,760028540,860.15,101.3968085106383,89594220.0,0,0,0,0
0.01863408,0.020641727,East,2010-10-29,6.56,955,95313.0,24669.8,-3.25,3.578,796717,3.31,760864735,834.2586387434555,99.8041884816754,91023915.0,0,0,0,0
-0.170697076,0.170536606,East,2010-11-05,6.13,950,149034.0,30023.25,-2.74,3.868,815270,3.39,774506500,858.1789473684211,156.8778947368421,141582300.0,0,0,0,0
-0.120066663,0.119412226,East,2010-11-12,6.13,940,149034.0,30023.25,-2.43,4.016,781273,3.7,734396620,831.1414893617022,158.5468085106383,140091960.0,0,0,0,0
-0.01242252,0.010717871,East,2010-11-19,6.13,940,149034.0,30023.25,-2.4,3.974,749109,3.73,704162460,796.9244680851064,158.5468085106383,140091960.0,0,0,0,0
-0.073467152,0.072358075,East,2010-11-26,6.13,940,149034.0,30023.25,-2.23,4.3,758702,3.9,713179880,807.1297872340425,158.5468085106383,140091960.0,0,0,0,0
0.168777332,0.172249826,East,2010-12-03,6.84,918,181176.2,24742.4,-2.64,4.27,760786,4.2,698401548,828.7429193899782,197.35969498910677,166319751.60000002,0,0,0,0
-0.103678429,0.102864103,East,2010-12-10,6.84,862,181176.2,24742.4,-2.38,4.47,785382,4.46,676999284,911.1160092807424,210.18120649651974,156173884.4,0,0,0,0
0.080688911,0.083301986,East,2010-12-17,6.84,807,181176.2,24742.4,-2.58,4.204,784807,4.26,633339249,972.4993804213135,224.50582403965305,146209193.4,0,0,0,0
0.063811513,0.066259926,East,2010-12-24,6.84,756,181176.2,24742.4,-2.75,4.133,760034,4.09,574585704,1005.3359788359788,239.65105820105822,136969207.20000002,0,0,0,0
-0.025784117,0.024209829,East,2010-12-31,6.84,715,181176.2,24742.4,-2.68,4.274,767021,4.16,548420015,1072.7566433566433,253.39328671328673,129540983.00000001,0,0,0,0
-0.206491918,0.206680674,East,2011-01-07,6.7,684,236130.75,33833.0,-2.18,4.528,817792,4.52,559369728,1195.6023391812867,345.2203947368421,161513433.0,0,0,0,0
0.027150989,0.02924173,East,2011-01-14,6.7,622,236130.75,33833.0,-2.24,4.455,852133,4.46,530026726,1369.9887459807073,379.63143086816723,146873326.5,0,0,0,0
-0.050353886,0.049019308,East,2011-01-21,6.7,577,236130.75,33833.0,-2.13,4.604,836565,4.57,482698005,1449.8526863084921,409.2387348353553,136247442.75,0,0,0,0
0.054808236,0.057168811,East,2011-01-28,6.7,519,236130.75,33833.0,-2.25,4.436,831568,4.45,431583792,1602.2504816955684,454.9725433526012,122551859.25,0,0,0,0
0.06036315,0.062777919,East,2011-02-04,6.9,470,193685.25,31046.75,-2.39,4.37,898069,4.51,422092430,1910.7851063829787,412.09627659574465,91032067.5,0,0,0,0
0.133008243,0.136131762,East,2011-02-11,6.9,421,193685.25,31046.75,-2.73,4.016,944994,4.17,397842474,2244.6413301662706,460.0599762470309,81541490.25,0,0,0,0
0.094310679,0.097056652,East,2011-02-18,6.9,392,193685.25,31046.75,-3.0,3.913,960208,3.9,376401536,2449.5102040816328,494.0950255102041,75924618.0,0,0,0,0
0.019802627,0.021821675,East,2011-02-25,6.9,359,193685.25,31046.75,-3.06,3.891,982208,3.84,352612672,2735.9554317548746,539.5132311977716,69533004.75,0,0,0,0
-0.106814004,0.10603027,East,2011-03-04,6.57,330,182836.0,34451.75,-2.75,3.863,956442,3.82,315625860,2898.309090909091,554.0484848484848,60335880.0,0,0,0,0
0.00725,0.00914,East,2011-03-11,6.57,308,182836.0,34451.75,-2.77,3.888,918567,3.8,282918636,2982.3603896103896,593.6233766233767,56313488.0,0,0,0,0
-0.029306127,0.0277662,East,2011-03-18,6.57,296,182836.0,34451.75,-2.69,4.024,897569,3.88,265680424,3032.3277027027025,617.6891891891892,54119456.0,0,0,0,0
-0.093453169,0.092539082,East,2011-03-25,6.57,293,182836.0,34451.75,-2.45,4.279,873477,4.12,255928761,2981.150170648464,624.0136518771332,53570948.0,0,0,0,0
0.185717146,0.18935491,East,2011-04-01,7.25,265,111897.6,29651.6,-2.95,4.344,906245,4.3,240154925,3419.7924528301887,422.25509433962264,29652864.0,0,0,0,0
0.049596941,0.051906672,East,2011-04-08,7.25,269,111897.6,29651.6,-3.1,4.153,950482,4.15,255679658,3533.3903345724907,415.9762081784387,30100454.400000002,0,0,0,0
0.00963,0.0116,East,2011-04-15,7.25,284,111897.6,29651.6,-3.13,4.153,978580,4.12,277916720,3445.7042253521126,394.00563380281693,31778918.400000002,0,0,0,0
-0.049109704,0.047762988,East,2011-04-22,7.25,298,111897.6,29651.6,-2.98,4.281,930153,4.27,277185594,3121.318791946309,375.4953020134228,33345484.8,0,0,0,0
-0.041101676,0.03967683,East,2011-04-29,7.25,321,111897.6,29651.6,-2.86,4.484,1003421,4.39,322098141,3125.9221183800623,348.5906542056075,35919129.6,0,0,0,0
0.155149182,0.158488715,East,2011-05-06,7.84,344,121722.5,38345.75,-3.34,4.487,981157,4.5,337518008,2852.2005813953488,353.84447674418607,41872540.0,0,0,0,0
0.09149234,0.094210817,East,2011-05-13,7.84,375,121722.5,38345.75,-3.66,4.204,956074,4.18,358527750,2549.5306666666665,324.5933333333333,45645937.5,0,0,0,0
0.00816,0.0101,East,2011-05-20,7.84,405,121722.5,38345.75,-3.69,4.204,915318,4.15,370703790,2260.0444444444443,300.54938271604937,49297612.5,0,0,0,0
-0.055724722,0.054442544,East,2011-05-27,7.84,434,121722.5,38345.75,-3.49,4.383,919093,4.35,398886362,2117.7258064516127,280.4665898617512,52827565.0,0,0,0,0
0.24075264,0.244927349,East,2011-06-03,9.09,458,120053.25,37441.75,-4.44,4.699,981615,4.65,449579670,2143.264192139738,262.125,54984388.5,0,0,0,0
-0.041385216,0.039963137,East,2011-06-10,9.09,483,120053.25,37441.75,-4.26,4.787,1013660,4.83,489597780,2098.6749482401656,248.55745341614906,57985719.75,0,0,0,0
0.061452779,0.06387818,East,2011-06-17,9.09,515,120053.25,37441.75,-4.53,4.508,976498,4.56,502896470,1896.1126213592233,233.1131067961165,61827423.75,0,0,0,0
0.049525729,0.051834765,East,2011-06-24,9.09,542,120053.25,37441.75,-4.76,4.289,960530,4.33,520607260,1772.1955719557195,221.50046125461256,65068861.5,0,0,0,0
0.389939038,0.395569258,East,2011-07-01,11.35,574,109411.0,34465.0,-7.03,4.323,974776,4.32,559521424,1698.2160278745644,190.6114982578397,62801914.0,0,0,0,0
0.00284,0.00469,East,2011-07-08,11.35,602,109411.0,34465.0,-7.05,4.23,988230,4.3,594914460,1641.578073089701,181.74584717607974,65865422.0,0,0,0,0
-0.015725842,0.014053422,East,2011-07-15,11.35,627,109411.0,34465.0,-6.94,4.39,980563,4.41,614813001,1563.896331738437,174.49920255183414,68600697.0,0,0,0,0
-0.024800688,0.023216804,East,2011-07-22,11.35,646,109411.0,34465.0,-6.77,4.475,951287,4.58,614531402,1472.580495356037,169.36687306501548,70679506.0,0,0,0,0
0.026240573,0.028322431,East,2011-07-29,11.35,666,109411.0,34465.0,-6.95,4.303,968004,4.4,644690664,1453.4594594594594,164.2807807807808,72867726.0,0,0,0,0
-0.011577553,0.009864661,East,2011-08-05,11.08,683,132290.5,42959.5,-6.87,4.063,981087,4.21,670082421,1436.4377745241582,193.69033674963396,90354411.5,0,0,0,0
0.018746043,0.020754782,East,2011-08-12,11.08,702,132290.5,42959.5,-7.0,4.02,1000246,4.08,702172692,1424.851851851852,188.4480056980057,92867931.0,0,0,0,0
0.009950331,0.011873256,East,2011-08-19,11.08,729,132290.5,42959.5,-7.07,3.944,998590,4.01,727972110,1369.8079561042523,181.4684499314129,96439774.5,0,0,0,0
0.0,0.001825847,East,2011-08-26,11.08,751,132290.5,42959.5,-7.07,3.933,975210,4.01,732382710,1298.5486018641811,176.15246338215712,99350165.5,0,0,0,0
-0.245672664,0.246243681,East,2011-09-02,9.54,776,94640.0,33866.4,-5.53,3.948,977952,4.01,758890752,1260.2474226804125,121.95876288659794,73440640.0,0,0,0,0
0.009,0.0109,East,2011-09-09,9.54,801,94640.0,33866.4,-5.58,3.943,952674,3.96,763091874,1189.3558052434457,118.15230961298377,75806640.0,0,0,0,0
0.00179,0.00363,East,2011-09-16,9.54,825,94640.0,33866.4,-5.59,3.918,953117,3.95,786321525,1155.2933333333333,114.71515151515152,78078000.0,0,0,0,0
0.031692793,0.033827846,East,2011-09-23,9.54,855,94640.0,33866.4,-5.77,3.753,913905,3.77,781388775,1068.8947368421052,110.69005847953217,80917200.0,0,0,0,0
-0.00696,0.0052,East,2011-09-30,9.54,879,94640.0,33866.4,-5.73,3.756,938710,3.81,825126090,1067.929465301479,107.66780432309443,83188560.0,0,0,0,0
-0.539744724,0.543184804,East,2011-10-07,6.87,900,132192.25,51969.5,-3.34,3.581,968457,3.53,871611300,1076.0633333333333,146.8802777777778,118973025.0,0,0,0,0
0.014859114,0.016829932,East,2011-10-14,6.87,922,132192.25,51969.5,-3.39,3.576,996833,3.48,919080026,1081.1637744034708,143.37554229934923,121881254.5,0,0,0,0
-0.042174925,0.040760551,East,2011-10-21,6.87,939,132192.25,51969.5,-3.25,3.617,977327,3.62,917710053,1040.8168264110757,140.77981895633653,124128522.75,0,0,0,0
0.0,0.001825847,East,2011-10-28,6.87,947,132192.25,51969.5,-3.25,3.66,960199,3.62,909308453,1013.9376979936642,139.59054910242872,125186060.75,0,0,0,0
-0.345745873,0.347293237,East,2011-11-04,5.77,950,150129.25,50307.5,-2.3,3.805,971799,3.47,923209050,1022.9463157894737,158.03078947368422,142622787.5,0,0,0,0
0.021506205,0.023541874,East,2011-11-11,5.77,955,150129.25,50307.5,-2.35,3.665,996935,3.42,952072925,1043.9109947643979,157.20340314136126,143373433.75,0,0,0,0
0.127663144,0.130734515,East,2011-11-18,5.77,957,150129.25,50307.5,-2.67,3.386,991038,3.1,948423366,1035.5673981191223,156.87486938349008,143673692.25,0,0,0,0
0.065240522,0.067702877,East,2011-11-25,5.77,953,150129.25,50307.5,-2.85,3.454,955095,2.92,910205535,1002.1983210912906,157.53331584470095,143073175.25,0,0,0,0
-0.050370359,0.049035942,East,2011-12-02,6.08,951,150777.8,41924.2,-2.71,3.556,943649,3.37,897410199,992.2702418506835,158.54658254468978,143389687.79999998,0,0,0,0
-0.00741,0.00565,East,2011-12-09,6.08,935,150777.8,41924.2,-2.69,3.429,988215,3.39,923981025,1056.9144385026739,161.25967914438502,140977243.0,0,0,0,0
0.109071095,0.111961075,East,2011-12-16,6.08,905,150777.8,41924.2,-3.0,3.185,994703,3.08,900206215,1099.1193370165745,166.6053038674033,136453909.0,0,0,0,0
0.013245227,0.015200298,East,2011-12-23,6.08,881,150777.8,41924.2,-3.04,3.132,1000237,3.04,881208797,1135.3427922814983,171.14392735527807,132835241.8,0,0,0,0
0.0,0.001825847,East,2011-12-30,6.08,853,150777.8,41924.2,-3.04,3.053,1016237,3.04,866850161,1191.3681125439625,176.76178194607266,128613463.39999999,0,0,0,0
-0.195566784,0.19564895,East,2012-01-06,5.42,819,220735.75,58642.25,-2.5,3.033,1096284,2.92,897856596,1338.5641025641025,269.5186202686203,180782579.25,0,0,0,0
0.043059489,0.045305439,East,2012-01-13,5.42,791,220735.75,58642.25,-2.61,2.819,1134701,2.81,897548491,1434.5145385587864,279.05910240202275,174601978.25,0,0,0,0
0.14590661,0.14915597,East,2012-01-20,5.42,728,220735.75,58642.25,-3.02,2.406,1152540,2.4,839049120,1583.1593406593406,303.2084478021978,160695626.0,0,0,0,0
-0.057937837,0.056677251,East,2012-01-27,5.42,682,220735.75,58642.25,-2.85,2.618,1203330,2.57,820671060,1764.4134897360705,323.6594574780059,150541781.5,0,0,0,0
0.031090587,0.033219764,East,2012-02-03,5.39,656,199182.0,54926.25,-2.94,2.53,1256019,2.45,823948464,1914.6631097560976,303.6310975609756,130663392.0,0,0,0,0
-0.020619287,0.018994609,East,2012-02-10,5.39,616,199182.0,54926.25,-2.88,2.485,1262254,2.51,777548464,2049.1136363636365,323.3474025974026,122696112.0,0,0,0,0
-0.00348,0.00169,East,2012-02-17,5.39,570,199182.0,54926.25,-2.87,2.528,1252913,2.52,714160410,2198.0929824561404,349.4421052631579,113533740.0,0,0,0,0
-0.03908135,0.037636794,East,2012-02-24,5.39,545,199182.0,54926.25,-2.76,2.61,1204381,2.63,656387645,2209.873394495413,365.47155963302754,108554190.0,0,0,0,0
0.15415068,0.157480471,East,2012-03-02,5.67,515,129892.0,46698.6,-3.22,2.506,1216428,2.45,626460420,2361.9961165048544,252.21747572815534,66894380.0,0,0,0,0
0.057330932,0.059716118,East,2012-03-09,5.67,491,129892.0,46698.6,-3.41,2.322,1231889,2.26,604857499,2508.938900203666,264.5458248472505,63776972.0,0,0,0,0
0.043048254,0.045294093,East,2012-03-16,5.67,489,129892.0,46698.6,-3.56,2.291,1238679,2.11,605714031,2533.0858895705524,265.6278118609407,63517188.0,0,0,0,0
-0.014144507,0.012456659,East,2012-03-23,5.67,506,129892.0,46698.6,-3.51,2.318,1231442,2.16,623109652,2433.679841897233,256.70355731225294,65725352.0,0,0,0,0
0.028091735,0.030191654,East,2012-03-30,5.67,510,129892.0,46698.6,-3.61,2.18,1234227,2.06,629455770,2420.0529411764705,254.69019607843137,66244920.0,0,0,0,0
0.115009109,0.117957022,East,2012-04-06,6.02,515,146489.75,56669.0,-4.05,2.142,1252198,1.97,644881970,2431.452427184466,284.4461165048544,75442221.25,0,0,0,0
0.00983,0.0117,East,2012-04-13,6.02,524,146489.75,56669.0,-4.09,2.017,1308103,1.93,685445972,2496.3797709923665,279.5605916030534,76760629.0,0,0,0,0
0.016970104,0.018961517,East,2012-04-20,6.02,546,146489.75,56669.0,-4.16,1.95,1284741,1.86,701468586,2353.0054945054944,268.29624542124543,79983403.5,0,0,0,0
-0.034233172,0.032741315,East,2012-04-27,6.02,557,146489.75,56669.0,-4.02,2.054,1257703,2.0,700540571,2257.994614003591,262.99775583482943,81594790.75,0,0,0,0
0.041418831,0.043648774,East,2012-05-04,6.45,571,139375.5,59217.75,-4.19,2.306,1226562,2.26,700366902,2148.094570928196,244.09019264448335,79583410.5,0,0,0,0
-0.016847571,0.015186094,East,2012-05-11,6.45,597,139375.5,59217.75,-4.12,2.438,1222589,2.33,729885633,2047.887772194305,233.45979899497488,83207173.5,0,0,0,0
-0.039609138,0.038169731,East,2012-05-18,6.45,621,139375.5,59217.75,-3.96,2.577,1210292,2.49,751591332,1948.940418679549,224.43719806763286,86552185.5,0,0,0,0
-0.025576842,0.024000531,East,2012-05-25,6.45,644,139375.5,59217.75,-3.86,2.654,1207028,2.59,777326032,1874.2670807453417,216.42158385093168,89757822.0,0,0,0,0
0.228311521,0.232364851,East,2012-06-01,7.22,663,108033.8,45937.8,-4.85,2.399,1206991,2.37,800235033,1820.499245852187,162.94690799396682,71626409.4,0,0,0,0
0.00821,0.0101,East,2012-06-08,7.22,685,108033.8,45937.8,-4.89,2.371,1176268,2.33,805743580,1717.1795620437956,157.71357664233577,74003153.0,0,0,0,0
0.018237588,0.020241366,East,2012-06-15,7.22,704,108033.8,45937.8,-4.98,2.319,1185328,2.24,834470912,1683.7045454545455,153.45710227272727,76055795.2,0,0,0,0
-0.057867382,0.056606109,East,2012-06-22,7.22,719,108033.8,45937.8,-4.7,2.581,1145017,2.52,823267223,1592.5132127955494,150.2556328233658,77676302.2,0,0,0,0
-0.052413743,0.051099262,East,2012-06-29,7.22,738,108033.8,45937.8,-4.46,2.756,1115630,2.76,823334940,1511.6937669376694,146.38726287262872,79728944.4,0,0,0,0
0.480320185,0.486832194,East,2012-07-06,10.05,747,154307.0,69163.25,-7.21,2.861,1116158,2.84,833770026,1494.1874163319947,206.56894243641233,115267329.0,0,0,0,0
0.00277,0.00462,East,2012-07-13,10.05,756,154307.0,69163.25,-7.23,2.844,1117917,2.82,845145252,1478.7261904761904,204.10978835978835,116656092.0,0,0,0,0
-0.013927802,0.012237839,East,2012-07-20,10.05,764,154307.0,69163.25,-7.13,2.93,1123235,2.92,858151540,1470.2028795811518,201.97251308900525,117890548.0,0,0,0,0
-0.029895465,0.028361288,East,2012-07-27,10.05,775,154307.0,69163.25,-6.92,3.098,1126758,3.13,873237450,1453.8812903225808,199.1058064516129,119587925.0,0,0,0,0
-0.129411074,0.128847804,East,2012-08-03,9.2,786,117263.4,56087.8,-6.08,3.078,1112252,3.12,874230072,1415.0788804071246,149.19007633587785,92169032.39999999,0,0,0,0
0.032365285,0.034506898,East,2012-08-10,9.2,796,117263.4,56087.8,-6.28,2.904,1076707,2.92,857058772,1352.6469849246232,147.31582914572863,93341666.39999999,0,0,0,0
0.023604558,0.025660698,East,2012-08-17,9.2,815,117263.4,56087.8,-6.43,2.751,1086018,2.77,885104670,1332.5374233128834,143.88147239263802,95569671.0,0,0,0,0
-0.00312,0.00132,East,2012-08-24,9.2,836,117263.4,56087.8,-6.41,2.776,1080414,2.79,903226104,1292.3612440191387,140.26722488038277,98032202.39999999,0,0,0,0
0.010861239,0.012793052,East,2012-08-31,9.2,847,117263.4,56087.8,-6.48,2.69,1101920,2.72,933326240,1300.9681227863045,138.44557260920897,99322099.8,0,0,0,0
-0.138836445,0.138365132,East,2012-09-07,8.46,857,133097.25,67913.75,-5.64,2.777,1133496,2.82,971406072,1322.63243873979,155.30600933488915,114064343.25,0,0,0,0
-0.010695289,0.008973789,East,2012-09-14,8.46,874,133097.25,67913.75,-5.58,2.969,1122990,2.88,981493260,1284.8855835240274,152.28518306636155,116326996.5,0,0,0,0
0.021277398,0.023310835,East,2012-09-21,8.46,892,133097.25,67913.75,-5.7,2.816,1067076,2.76,951831792,1196.273542600897,149.21216367713004,118722747.0,0,0,0,0
-0.030278359,0.028747918,East,2012-09-28,8.46,908,133097.25,67913.75,-5.53,3.08,1147792,2.93,1042195136,1264.0881057268723,146.58287444933922,120852303.0,0,0,0,0
-0.251572793,0.252201373,East,2012-10-05,7.52,926,139534.5,71034.25,-4.3,3.442,1187378,3.22,1099512028,1282.2656587473002,150.6852051835853,129208947.0,0,0,0,0
-0.00935,0.00761,East,2012-10-12,7.52,936,139534.5,71034.25,-4.26,3.512,1188592,3.26,1112522112,1269.8632478632478,149.07532051282053,130604292.0,0,0,0,0
-0.011806513,0.010095854,East,2012-10-19,7.52,945,139534.5,71034.25,-4.21,3.519,1204690,3.31,1138432050,1274.8042328042327,147.65555555555557,131860102.5,0,0,0,0
-0.024039619,0.022448311,East,2012-10-26,7.52,960,139534.5,71034.25,-4.11,3.454,1183848,3.41,1136494080,1233.175,145.3484375,133953120.0,0,0,0,0
-0.700473221,0.705481421,East,2012-11-02,5.48,960,139668.0,55274.2,-2.04,3.621,1175941,3.44,1128903360,1224.9385416666667,145.4875,134081280.0,0,0,0,0
0.019418086,0.021433382,East,2012-11-09,5.48,942,139668.0,55274.2,-2.08,3.572,1150704,3.4,1083963168,1221.5541401273886,148.2675159235669,131567256.0,0,0,0,0
-0.069679921,0.068533894,East,2012-11-16,5.48,935,139668.0,55274.2,-1.94,3.712,1156533,3.54,1081358355,1236.9336898395723,149.37754010695187,130589580.0,0,0,0,0
-0.036749542,0.035282236,East,2012-11-23,5.48,927,139668.0,55274.2,-1.87,3.839,1164799,3.61,1079768673,1256.5253505933117,150.66666666666666,129472236.0,0,0,0,0
-0.02710193,0.025540498,East,2012-11-30,5.48,902,139668.0,55274.2,-1.82,3.681,1152312,3.66,1039385424,1277.5077605321508,154.84257206208426,125980536.0,0,0,0,0
0.229715316,0.233782341,East,2012-12-07,5.7,900,196228.25,71107.75,-2.29,3.609,1137704,3.41,1023933600,1264.1155555555556,218.0313888888889,176605425.0,0,0,0,0
0.04691692,0.049200504,East,2012-12-14,5.7,884,196228.25,71107.75,-2.4,3.383,1167143,3.3,1031754412,1320.2975113122172,221.97765837104072,173465773.0,0,0,0,0
0.0,0.001825847,East,2012-12-21,5.7,868,196228.25,71107.75,-2.4,3.402,1164624,3.3,1010893632,1341.7327188940092,226.06941244239633,170326121.0,0,0,0,0
-0.016807118,0.015145247,East,2012-12-28,5.7,829,196228.25,71107.75,-2.36,3.39,1164815,3.34,965631635,1405.0844390832328,236.70476477683957,162673219.25,0,0,0,0
