YEAR,STATE,OWNER_COMPANY,OPERATOR_COMPANY,PLANT,COUNTY,ZIPCODE,STATUS,CAPACITY,FLOW,BTU,DRYGAS,LIQUIDGAS
2017,TX,TECO Gas Processing, LLC,Enterprise Products Operating LLC,Indian Springs Gas Plant,Polk,77351,Active,146,125,1160,,1068,
2017,TX,Enterprise Gathering LLC,Enterprise Gathering LLC,Fairplay-Duncan Gas Processing Plant,Rusk,75652,Active,40,30,1097,,714,
2017,LA,Enterprise Gas Processing, LLC,Enterprise Gas Processing, LLC,Sea Robin Gas Processing Plant,Vermillion,70533,Active,660,100,1080,,350,
2017,Tx,BTA Gas Processing LLC,BTA Gas Processing LLC,Panola II Processing Plant,Panola,75633,Active,120,60,1117,0,267,
2017,TX,La Grange Acquisition LP,Energy Transfer Company,Panther Plant,Upton,79778,Active,210,185,1326,,,
2017,MT,Hiland Partners Holdings  LLC,Kinder Morgan,Bakken Gas Plant,Richland,59270,Active,25,22,1421,,7386,
2017,ND,Hiland Partners Holdings LLC,Kinder Morgan,Badlands Gas Plant,Bowman,58651-9789,Active,52,19,283,,6667,
2017,ND,Kinder Morgan,Kinder Morgan,Norse Gas Plant,Divide,58755,Active,25,22,1437,,6123,
2017,ND,1804 LTD,1804 LTD,SpringBrook Gas Plant,Williams,58801,Active,,,,,,
2017,AL,GAS PROCESSORS INC,GAS PROCESSORS INC,Castleberry Plant,CONECUH,36432,Active,9,9,1275,,2857,
2017,ND,Hiland Partners Holdings  LLC,Kinder Morgan,Watford City Gas Plant,McKenzie,58831,Active,85,57,1445,,61429,
2017,OK,Cimarex Energy Co.,,Elmore City Gas Plant,Garvin,73433-9163,Active,26,11,1303,,106,
2017,TX,MarkWest Energy East Texas Gas Company,MarkWest Energy East Texas Gas Company,Argo Gas Plant,,79770,Not Active,200,50,1267,,,
2017,WY,Thunder Creek Gas Services,L.L.C.,Thunder Creek Gas Services, L.L.C.,50 Buttes Processing Facility,Campbell,82718,Active,90,81,1274,,15657,
2017,LA,Targa Resources, LLC,Targa Resources, LLC,Venice Gas Plant,Plaquemines,70091,Active,750,450,1180,,,
2017,OK,TPL MID-CONTINENT WESTOK, LLC,TPL MID-CONTINENT WESTOK, LLC,Waynoka Plant,Woods,73717,Active,430,340,1130,,,
2017,OK,TPL MID-CONTINENT WESTOK, LLC,TPL MID-CONTINENT WESTOK, LLC,Chaney Dell Plant,Major,73768,Active,30,,1120,,,
2017,OK,Targa,Targa,Chester Plant,Major,73838,Active,30,,1102,,,
2017,KS,Linn Energy,Linn Energy,Jayhawk Gas Plant,Grant,67880,Active,450,250,1000,,,
2017,TX,MarkWest Energy East Texas Gas Company,MarkWest Energy East Texas Gas Company,Hidalgo Gas Plant,,79770,Not Active,200,200,1267,,,
2017,ND,Liberty Midstream Solutions, LLC,Liberty Midstream Solutions, LLC,County Line Plant,Williams,58852,Active,25,11,1475,,6500,
2017,CO,Sterling Energy Investments, LLC,Sterling Energy Investments, LLC,Centennial Gas Plant,Weld,80611,Active,20,11,1393,,5714,
2017,OK,Tall Oak Midcon, LLC,Tall Oak Midcon, LLC,Carmen Gas Processing Plant,Alfalfa,73726,Active,60,29,1185,,715,
2017,LA,ETC Field Services LLC,ETC Field Services LLC,Elm Grove Plant,Bossier,71037,Active,200,155,1070,,2700,
2017,UT,Red Rock Gathering Company, LLC,Red Rock Gathering Company, LLC.,Harley Dome Plant,Grand County,81505,Active,30,14,1098,,714,
2017,CO,Red Rock Gathernig Company, LLC,Red Rock Gathering Company, LLC,Premier DeBeque,Mesa County,81505,Active,28,20,1047,,1429,
2017,AL,Palmer Petroleum Inc,Palmer Petroleum Inc,Monroeville Plant,Monroe,36460,Active,2,0,1300,,2142,
2017,AL,Palmer Petroleum Inc,Palmer Petroleum Inc,Monroeville Plant,Monroe,36460,Active,2,0,1300,,2142,
2017,CO,,Western Operating Company,Wiggins Gas Processing Plant,Morgan,80701,Active,3,0.05,1400,0,762,
2017,WY,TALLGRASS ENERGY MIDSTREAM LLC,,Casper Plant,NATRONA,82604,Active,65,45,1145,,8970,
2017,WY,TALLGRASS ENERGY MIDSTREAM LLC,TALLGRASS ENERGY MIDSTREAM LLC,Douglas Plant,CONVERSE,82633,Active,130,63,1193,,15650,
2017,TX,Western Gas Partners,Anadarko Petroleum Corporation,Brasada Gas Plant,LaSalle,78014,Active,230,230,1300,,,
2017,UT,Berry Petroleum Company LLC,Berry Petroleum Company LLC,Brundage Canyon Gas Plant,Duchesne,,Active,30,21,1180,,4285,
2017,ND,Caliber North Dakota LLC,Caliber North Dakota LLC,Hay Butte,McKenzie,58831,Active,10,4.969,1170,,5000,
2017,WV,Core Appalachia Operating, LLC,Core Appalachia Operating, LLC,Kermit,Mingo,25674,Active,32,18,1268,,714,
2017,WV,Core Appalachia Operating, LLC,Core Appalachia Operating, LLC,Smokehouse,Logan,25508,Active,13,7,1279,,2142,
2017,TX,COWTOWN GAS PROCESSING PARTNERS LP,COWTOWN GAS PROCESSING PARTNERS LP,Cowtown/Corvette Plant,Hood,76033,Active,300,125,1190,0,7857,
2017,PA,Mountain Gathering, LLC,Mountain Gathering, LLC,Penn Cryo Gas Plant,Butler,16053,Active,144,140,1180,,5733,
2017,TX,FOREST OIL CORPORATION 100%,FOREST OIL CORPORATION,MERCY GAS PLANT,SAN JACINTO,,Active,4,2,,,1000,
2017,MT,SAGA PETROLEUM, LLC,SAGA PETROLEUM, LLC,DRY CREEK PLANT,CARBON,59014,Active,4,1,1190,,1400,
2017,TX,Targa Midstream Services, LLC,Targa Midstream Services, LLC,Chico Plant,Wise,76431,Active,265,135,1214,,17383,
2017,LA,Targa Field Services LLC,Targa Field Services LLC,Gillis Gas Plant,Calcasieu,70615,Active,180,164,1113,,11280,
2017,TX,Targa Midstream Services, LLC,Targa Midstream Services, LLC,Shackelford Plant,Shackelford,,Active,15,6,1321,,4528,
2017,TX,SemGas, LP,SemGas, LP,Sherman,Grayson,75092-6707,Active,30,30,,,350,
2017,TX,VALENCE OPERATING COMPANY,VALENCE OPERATING COMPANY,Shamburger Lake Plant,SMITH,75706,Active,2,0.115,1295,,355,
2017,TX,,W. W. Sub, Inc.,Markley Plant,Jack & Young,76459,Active,1,1,,,500,
2017,TX,LINN ENERGY LLC,,Rothermel,LIMESTONE,76642,Active,15,15,1080,,714,
2017,LA,,Vernon E. Faulconer, Inc.,Desoto Gas Plant,Desoto,,Active,1.007,0.775,1040,,714,
2017,LA,Texas Petroleum Investment Company,,Neale,Beauregard,70653,Active,5,3,1072,,1143,
2017,TX,Targa Resources,,Mertzon Plant,Irion,76941,Active,52,49,1239,,7658,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Eagle Plant,Jackson,77957,Active,200,150,1275,,1238,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Goliad Gas Plant,Goliad,78710,Active,230,177,1277,,,
2017,TX,DCP Operating Company, LP,DCP Midstream,Pegasus Plant,Midland,79755,Active,100,60,1287,,42,
2017,LA,Targa Midstream Services LLC,Targa Midstream Services LLC,Big Lake Gas Plant,Calcasieu,70605,Active,200,8,1067,,,
2017,TX,Enable Midstream Partners, LP,Enable Texola G&P, LLC,Panola,Panola,75633,Active,100,75,1110,,1000,
2017,OK,Targa Resources,Targa Resources,Tupelo Gas Plant,Coal,74538,Active,125,122,1223,,,
2017,CO,Kerr McGee Gathering LLC,Kerr McGee Gathering LLC,Ft. Lupton Plant,Weld,80621-9421,Active,160,148,1311,,7850,
2017,TX,Navitas Midstream Midland Basin, LLC,,Crane Gas Plant,Upton,79731,Active,30,25,1355,,,
2017,AL,GAS PROCESSORS INC,GAS PROCESSORS INC,Atmore Plant,Escambia,39502,Active,9,9,1275,,2857,
2017,CO,Western Gas Partners LLC,Anadarko Petroleum,Lancaster Plant,Weld,80621-9421,Active,660,653,1311,,5700,
2017,LA,Enable Midstream Partners,Enable Midstream Partners,Sligo Processing Facility,Bossier,71037,Active,230,140,1100,,7857,
2017,LA,Enable Midstream Partners,Enable Midstream Partners,Capiana Plant,Caddo,71115,Active,25,15,1050,,715,
2017,TX,Enable Midstream Partners,Enable Midstream Partners,Joaquin Plant,Shelby,75954,Active,40,5,1070,,1191,
2017,TX,Enable Midstream Partners,Enable Midstream Partners,Stockman Plant,Shelby,75935,Active,15,1,1070,,714,
2017,OK,Enable Midstream Partners,Enable Midstream Partners,Coalgate Plant,Coal,74538,Active,13,4,1106,,714,
2017,Tx,Oxy,,Block 31 Plant,Crane,79731,Active,41,41,550,,718,
2017,WY,Mountain Gas Resources, LLC,Anadarko Petroleum,Patrick Draw Gas Plant,Sweetwater,82901,Active,120,70,1165,,24500,
2017,TX,Bridwell Oil Company,Bridwell Oil Company,Bridwell River Ranch Gas Plant,Clay, ,Active,1,1,1200,,700,
2017,LA,Bridwell Oil Management, LLC,Bridwell Oil Management, LLC,Chipola Field Gas Plant,Saint Helena, ,Active,1,1,1200,,700,
2017,UT,Kinder Morgan,Kinder Morgan - Altamont,Altamont Gas Plant,Duchesne,84001,Active,80,76,1200,,22476,
2017,UT,,Citation Oil & Gas Corp.,Pineview Gas Plant,Summit,84017,Active,2,1,1870,,5000,
2017,OK,MADILL GAS PROCESSING COMPANY, LLC,CARRERA OPERATING COMPANY,MADILL GAS PLANT,MARSHALL,73446,Active,50,40,1200,,3800,
2017,WY,Mountain Gas Resources, LLC,Anadarko Petroleum,Granger Gas Plant,Sweetwater,82935,Active,500,296,1092,,22300,
2017,OK,CAMRICK GAS PROCESSING COMPANY, LLC,CARRERA OPERATING COMPANY,Camrick Gas Plant,BEAVER,73931,Active,10,4,1140,,500,
2017,TX,XTO Energy, Inc.,XTO Energy, Inc.,CGU Cordona Lake Plant,Crane,79731,Active,10,4.57,610,,443,
2017,ND,Nesson Gathering System LLC,Nesson Gathering System LLC,Nesson Plant,Williams,58852,Active,35,26.397,1340,,10119,
2017,TX,,Citation Oil & Gas Corp.,Little Buffalo Basin,Harris,77069-2212,Not Active,0,0,,,,
2017,MI,Dart Oil & Gas Corporation,Dart Oil & Gas Corp,Marion Gas Plant,Osecola,49665,Active,3,1,1194,,607,
2017,MI,Dart Oil & Gas Corporation,Dart Oil & Gas Corp,Goose Lake Gas Plant,Osceola,49655,Active,2,,1134,,607,
2017,TX,MCLEAN GAS PROCESSING COMPANY, LLY,CARRERA OPERATING COMPANY,MCLEAN PLANT,GRAY,79057,Active,25,9,1200,,300,
2017,CO,DCP Operating Company, LP,DCP Operating Company, LP,Roggen,Weld,80652,Active,75,65,1300,,5950,
2017,CO,DCP Operating Company, LP,DCP Operating Company, LP,Eaton Plant,Weld,80631,Active,11,10,1175,,1140,
2017,IL,,Citation Oil & Gas Corp.,Salem Gas Plant,Marion,62881,Active,1.5,0.85,,,1500,
2017,CO,DCP Operating Company, LP,DCP Operating Company, LP,Lucerne,Weld,80631,Active,36,36,1175,,3272,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Wilcox Gas Plant,Lavaca,77964,Active,240,135,1102,,9857,
2017,NM,DCP Operating Company, LP,DCP Operating Company, LP,Linam Ranch,Lea,88240,Active,225,164,1241,,1400,
2017,CO,DCP Operating Company, LP,DCP Operating Company, LP,Spindle,Weld,80621,Active,39,39,1275,,7270,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Roberts Ranch,Midland,79766,Active,70,70,1100,,362,
2017,CO,DCP Operating Company, LP,DCP Operating Company, LP,O`Connor,Weld,80644,Active,155,153,1300,,2300,
2017,NM,DCP Operating Company, LP,DCP Operating Company, LP,Pecos Diamond,Eddy,88210,Active,40,,,,,
2017,OK,DCP Operating Company, LP,DCP Operating Company, LP,Chitwood Plant,Grady,73067,Active,90,70,1250,,4000,
2017,OK,DCP Operating Company, LP,DCP Operating Company, LP,Sholem Alechem,Stephens-Carter,73533,Active,60,55,1235,,5950,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,La Gloria,Jim Wells,78355,Active,265,40,1130,,34120,
2017,KS,DCP Operating Company, LP,DCP Operating Company, LP,National Helium Plant,Seward,67901-2079,Active,620,340,1080,,4000,
2017,CO,DCP Operating Company, LP,DCP Operating Company, LP,Ladder Creek,Cheyenne,80810,Active,55,15,750,,600,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Ozona Gas Processing Plant,Crockett,76943-1029,Active,120,85,1160,,15833,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Gulf Plains Gas Plant,Nueces,78343,Active,170,143,1200,,3475,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,East Texas,Panola,75631,Active,720,400,1175,,185000,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Sutton Sonora Plant,Sutton,76493,Active,62,62,1175,,4523,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Southwest Ozona,Crockett,76943-1029,Active,90,85,1160,,1429,
2017,NM,DCP Operating Company, LP,DCP Operating Company, LP,Eunice,Lea,88240,Active,105,95,1250,,4000,
2017,OK,DCP Operating Company, LP,DCP Operating Company, LP,Fox Plant,Carter,73438,Active,24,18,1050,,1450,
2017,OK,DCP Operating Company, LP,DCP Operating Company, LP,Mustang,Grady,73089,Active,34,25,1160,,1100,
2017,OK,DCP Operating Company, LP,DCP Operating Company, LP,Cimarron Gas Plant,Woodward,73663,Active,65,55,1100,,2388,
2017,OK,DCP Operating Company, LP,DCP Operating Company, LP,Kingfisher,Kingfisher,73016,Active,170,115,1200,,3600,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Goldsmith,Ector,79741,Active,160,165,1325,,9000,
2017,CO,,Citation Oil & Gas Corp.,Mount Pearl Gas Plant,Cheyenne,80825,Active,1,1,1227,,1429,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Austin Giddings,Fayette,78945,Active,95,90,1218,,7238,
2017,OK,DCP Operating Company, LP,DCP Operating Company, LP,Mooreland Plant,Woodward,73852,Active,130,80,1180,,4117,
2017,CO,DCP Operating Company, LP,DCP Operating Company, LP,Platteville,Weld,80651,Active,70,60,1270,,3600,
2017,NM,DCP Operating Company, LP,DCP Operating Company, LP,Hobbs Cryogenics Plant,Lea,88240,Active,42,20,1125,,80,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Tolar Plant/Black Diamond,Hood,76476,Active,120,20,1270,,1430,
2017,TX,DCP Operating Company, LP,DCP Operating Company, LP,Three Rivers,Live Oak,78022,Active,95,,,,1380,
2017,TX,Enlink Texas Processing, LP,Enlink Texas Processing, LP,Silver Creek Plant,Parker,76087,Active,200,146,1164,,1287,
2017,TX,,Enlink Texas Processing, LP,Goforth Plant,Parker,76126,Active,30,20,1213,15,75,
2017,TX,,Enlink Midstream Services, LLC,Bridgeport Plant,Wise,76426,Active,800,515,1170,,48415,
2017,OK,EnLink Midstream Services, LLC,EnLink Midstream Services, LLC,Battle Ridge Plant,Nacogdoches,74023,Active,95,50,1200,,802,
2017,TX,XTO Energy, INC,,Cornell Mahoney Gas Plant,Yoakum,79323,Active,50,40,380,,2000,
2017,AL,DCP Operating Company, LP,DCP Operating Company, LP,Mobile Bay,Mobile,36523,Active,300,60,1090,,70000,
2017,PA,Elkhorn Investments, LLC,Elkhorn Gas Processing,Whitetail Gas Plant,Elk,16735,Active,6,2,1150,,1214,
2017,TX,ENABLE PRODUCTS LLC,ENABLE PRODUCTS LLC,WHEELER,WHEELER,79096,Active,200,200,1215,,,
2017,OK,ENABLE PRODUCTS LLC,ENABLE PRODUCTS LLC,BRADLEY,GRADY,73011,Active,400,342,1229,,,
2017,CO,Enterprise Gas Processing, LLC,Enterprise Gas Processing, LLC,Meeker Gas Plant,Rio Blanco,81650,Active,1800,955,1080,,,
2017,TX,NORTEX MIDSTREAM PARTNERS, LLC,WORSHAM-STEED GAS STORAGE, LLC,WORSHAM-STEED CRYOGENIC GAS PLANT,JACK,76486,Active,60,41,950,,,
2017,TX,American Midstream,,Longview Gas Plant,Gregg,75604,Active,50,16,1270,,7850,
2017,TX,Arrowhead Pipeline L.P,Harvest Pipeline,Old Ocean Gas Plant,Brazoria,77480,Active,140,65,1100,,7500,
2017,TX,Exxon,Vanguard Natural Resourses, Inc.,Fairway Gas Plant,Henderson,75782,Active,88,40,1086,,1083,
2017,ND,ONEOK,ONEOK,Grasslands Natural Gas Processing Plant,McKenzie,58831,Active,85,68,1340,,31738,
2017,MT,ONEOK,ONEOK,Baker Natural Gas Processing Plant,Fallon,59313,Active,6,2,1500,,3200,
2017,ND,ONEOK,ONEOK,Lignite Natural Gas Processing Plant,Burke,58752,Active,10,7,1293,,8571,
2017,ND,ONEOK,ONEOK,Garden Creek Natural Gas Processing Plant,McKenzie,58854,Active,300,300,1450,,28100,
2017,ND,ONEOK,ONEOK,Stateline Natural Gas Processing Plant,Williams,58801,Active,220,167,1424,,17358,
2017,ND,ONEOK,ONEOK,Lonesome Creek Natural Gas Processing Plant,McKenzie,58831,Active,200,173,1405,,8571,
2017,ND,ONEOK,ONEOK,Bear Creek Natural Gas Processing Plant,Dunn,58640,Active,80,65,1400,,,
2017,UT,Dominion Energy Questar Pipeline,Dominon Energy Questar Pipeline,Price Dew Point Plant,Carbon,84501,Not Active,,,,,,
2017,CO,Dominion Energy Questar Pipeline,Dominion Energy Questar Pipeline,Skull Creek Dew Point,Moffat,81625,Active,45,20,1108,,1428,
2017,UT,Dominion Energy Questar Pipeline,Dominion Energy Questar Pipeline,Kastler Dew Point Plant,Daggett,84023,Active,300,9,1046,,2143,
2017,UT,Dominion Energy Questar Field Services,Dominion Energy Questar Pipeline,Price Raptor Plant,Carbon,84501,Active,130,,1046,,3571,
2017,OK,,,Amber Gas Plant,GRADY,73004-5511,Active,21,6,1350,,380,
2017,KS,Durango Midstream,,Kingman Gas Plant,KINGMAN,67025,Active,26,21,,,380,
2017,TX,KELTON GAS SERVICES LLC,DURANGO MIDSTREAM,Kelton Gas Plant,WHEELER,79096,Active,90,32,1200,,1200,
2017,CO,Summit Midstream Partners, LLC,Meadowlark Midstream Company, LLC,Hereford Ranch Plant,Weld,80729,Active,20,13,1250,,329,
2017,LA,Targa Resources,Targa Resources,Barracuda Gas Plant,Cameron,70631,Active,200,81,1059,,98,
2017,LA,Targa Resources,Targa Resources,Lowry Gas Plant,Cameron,70549,Active,220,1,1065,,,
2017,NM,,Targa Midstream Services, LLC,Targa Midstream Services LLC,Lea,88231-1909,Active,115,100,1029,,713,
2017,TX,Targa Resources,Targa Resources,Tarzan Gas Plant,Martin,79749,Active,10,8.7,1050,,1876,
2017,OK,Superior Pipeline Company LLC,Superior Pipeline Company LLC,Bellmon Plant,Kay,74653,Active,90,27,1190,,700,
2017,WY,Williams Companies,Williams,Bucking Horse Gas Plant,Converse,82633,Active,120,56,1284,,,
2017,ND,Andeavor Field Services LLC,Andeavor Field Services LLC,Robinson Lake Gas Plant,Mountrail,58673,Active,140,97,1550,,29050,
2017,NM,Castleton Commodities International, LLC,,CCI San Juan LLC,San Juan,87417,Active,30,23,1039,,,
2017,Tx,Delaware Basin Gas Processing, LLC,Enterprise Products Operating LLC,Delaware Basin Gas Processing Plant,Reeves,79730,Active,150,150,1239,,,
2017,TX,,Coronado Midstream LLC,Riptide Plant,Martin,79749,Active,100,85,1270,,6600,
2017,OK,Enbridge G&P (Oklahoma), L.P.,Enbridge G&P (Oklahoma), L.P.,Nine Mile Gas Plant,Dewey,73654-9712,Active,30,30,1143,,,
2017,TX,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,Hidetown Plant,Wheeler,79096,Active,132,3,1121,,833,
2017,WY,ConocoPhillips Company (Burlington Resources),ConocoPhillips Company,Lost Cabin Gas Plant,Fremont,82642,Active,265,211,984,0,0,
2017,OK,Continuum Midstream, LLC,Continuum Midstream, LLC,Foss Compressor Station,Custer,73628,Not Active,6,3,1100,,428,
2017,WY,Colorado Interstate Gas Company, LLC,Colorado Interstate Gas Company, LLC,Rawlins Gas Plant,Carbon,82334,Not Active,,,,,,
2017,TX,Carnero Processing, LLC,Carnero Processing, LLC,Raptor Gas Plant,La Salle,78014,Active,260,136,1292,,,
2017,TX,Copano Processing LLC,Copano Processing LLC,Houston Central Plant,Colorado,77475,Active,1000,707,,,24608,
2017,LA,,Enlink Processing, LLC,Eunice Plant,Acadia Parish,70535,Active,500,340,1036,,66577,
2017,CO,DCP Operating Company, LP,DCP Operating Company, LP,Mewbourne,Weld,80651,Active,143,143,1175,,120000,
2017,CO,DCP Operating Company, LP,DCP Operating Company, LP,Greeley Plant,Weld,80620,Active,27,25,1175,,17150,
2017,AR,Bonanza Creek Energy, Inc.,Bonanza Creek Energy, Inc.,Dorcheat Gas Processing Plant,Columbia,71753,Active,12,11,1188,,3857,
2017,OK,DCP Operating Company, LP,DCP Operating Company, LP,Okarche,Kingfisher,73762-9628,Active,165,150,1165,,3095,
2017,OK,,Enlink Midstream Services, LLC,Cana Plant,Canadian,73014,Active,420,371,1189,,6095,
2017,OK,EnLink Midstream Services, LLC,EnLink Midstream Services, LLC,Chisholm Plant,Kingfisher,73750,Active,560,390,1250,,14156,
2017,TX,,Coronado Midstream LLC,Bearkat Plant,Glasscock,79739,Active,60,40,1250,,4213,
2017,UT,Andeavor Field Services LLC,Andeavor Field Services LLC,Red Wash Area,Uintah,84078,Active,300,198,1102,,,
2017,WY,Green River Processing,Green River Processing,Blacks Fork Gas Plant,Sweetwater,52934,Active,765,443,1092,,18334,
2017,WY,Andeavor Field Services LLC,Andeavor Field Services LLC,Vermillion Gas Plant,Sweetwater,82934,Active,57,49,1068,,685,
2017,WY,Green River Processing, LLC,Green River Processing, LLC,Emigrant Trail Gas Plant,Uinta,82937,Active,55,32,1124,,2800,
2017,WY,ROCK OIL AND GAS ASSETS, LLC,CUMBERLAND OPERATING, LLC,YU BENCH,PARK,82414,Active,4,1,1115,,714,
2017,OK,Enable Midstream,Enable Midstream,Roger Mills,RogerMills,73628,Active,100,30,1065,0,1200,
2017,TX,Southcross Energy GP LLC,FL Rich Gas Services, LP,Lone Star Plant,Bee,78162,Active,300,130,1278,0,760,
2017,TX,Chevron,Chevron,Ozona,Crockett,76943,Active,32,9,1290,,648,
2017,WY,Williams,Williams Midstream Services, LLC,Echo Springs Gas Plant,Carbon,82336,Active,745,480,,,,
2017,CO,Williams,Williams Midstream Srvcs., LLC,Ignacio Gas Plant,LaPlata,81303,Active,595,407,1099,,38850,
2017,TX,Delaware Processing LLC,Delaware Processing LLC,Lobo II Plant,Loving,79754,Active,135,110,1300,,700,
2017,NM,Williams,Williams Midstream Services, LLC,Kutz Gas Plant,San Juan,87413,Active,230,114,1152,,4285,
2017,CO,Williams,Williams Midstream Services, LLC,Willow Creek,Rio Blanco,81650,Active,495,471,,,,
2017,AL,W&T Offshore, Inc.,W&T Offshore, Inc.,Yellowhammer Gas Plant,Mobile,36523,Active,200,60,1110,,7142,
2017,TX,Advance NGL, Inc.,Advance NGL, Inc.,Indian Mound,Young,76450,Active,1,1,,,1429,
2017,IL,Enbridge,,Aux Sable Liquid Products,Grundy,60450,Active,2100,1633,1131,,200000,
2017,MI,Merit Energy Company (100%),Merit Energy Company,Mentor NGL plant,Oscoda,48654,Active,10,1,1130,,715,
2017,TX,Pecan Pipeline Company,Pecan Pipeline Company,Kripple Kreek Gas Plant,Montague,76230,Active,160,75,1200,,7300,
2017,WY,Williams,Williams Midstream Services, LLC,Opal Gas Plant,Lincoln,83124,Active,1100,660,,,37000,
2017,OK,Enbridge G&P (Oklahoma), L.P.,Enbridge G&P (Oklahoma), L.P.,Sweetwater Plant,Beckham,73662,Active,125,65,1143,,,
2017,TX,Enterprise Hydrocarbons L.P.,Enterprise Products Operating LLC,Shilling Gas Plant,Webb,78357-2032,Active,110,110,1200,,,
2017,AK,BP Exploration Alaska,BP Exploration Alaska,Prudhoe Bay Unit Central Gas Facility,,99508,Not Active,8500,6950,1002,,,
2017,OK,OSAGE HILLS PIPELINE COMPANY, LLC,ALEX GAS SYSTEMS,Osage Hills Gas Plant,OSAGE,74002,Active,5,3,,,500,
2017,LA,Plains Gas Solutions, LLC,Plains Gas Solutions, LLC,Patterson II Plant,St. Mary,70392,Active,170,134,1097,,150,
2017,NM,ConocoPhillips,ConocoPhillips,East Vacuum Liquid Recovery Plant,Lea,88260,Active,45,24,1027,,1355,
2017,LA,XTO Energy, Inc.,XTO Energy, Inc.,Cotton Valley Gas Plant,Webster,71018,Active,90,35,,,18000,
2017,TX,ETC Field Services LLC,ETC Field Services LLC,Tilden,McMullen,78072,Active,150,98,1250,,3250,
